PassengerId,Sex,Pclass,Age,SibSp,Parch,Fare,Embarked
1236.0,1.0,3.0,nan,1.0,1.0,14.5,2.0
1249.0,1.0,3.0,nan,0.0,0.0,7.8792,2.0
1250.0,1.0,3.0,nan,0.0,0.0,7.75,1.0
1257.0,0.0,3.0,nan,1.0,9.0,69.55,2.0
1258.0,1.0,3.0,nan,1.0,0.0,14.4583,0.0
1272.0,1.0,3.0,nan,0.0,0.0,7.75,1.0
1274.0,0.0,3.0,nan,0.0,0.0,14.5,2.0
1276.0,1.0,2.0,nan,0.0,0.0,12.875,2.0
1300.0,0.0,3.0,nan,0.0,0.0,7.7208,1.0
1302.0,0.0,3.0,nan,0.0,0.0,7.75,1.0
1305.0,1.0,3.0,nan,0.0,0.0,8.05,2.0
1308.0,1.0,3.0,nan,0.0,0.0,8.05,2.0
1309.0,1.0,3.0,nan,1.0,1.0,22.3583,0.0
